4.6194	1.5443	1.3207
4.6623	1.4842	1.3201
4.7045	1.4216	1.3183
4.7479	1.361	1.3186
4.6192	1.5466	1.2445
4.6621	1.4853	1.2434
4.7052	1.4231	1.2429
4.7484	1.3611	1.2408
4.6205	1.548	1.1721
4.6621	1.4866	1.1712
4.705	1.424	1.1695
4.7481	1.3628	1.1703
4.6206	1.5499	1.0968
4.6624	1.4875	1.0964
4.7049	1.4271	1.0939
4.7468	1.3644	1.0936

