9.4892	1.1966	1.3963
9.4856	1.1232	1.3964
9.4829	1.0476	1.4064
9.4791	0.9706	1.4052
9.4871	1.1951	1.3316
9.4842	1.123	1.3309
9.4815	1.0465	1.3342
9.4769	0.9729	1.3312
9.4848	1.1973	1.2584
9.4822	1.123	1.258
9.4782	1.0493	1.2581
9.4751	0.9743	1.2566
9.483	1.1979	1.1832
9.4797	1.1253	1.1829
9.4767	1.0495	1.1818
9.472	0.9746	1.1802
